OUT_ID,STO_NM,SHIP_YM,SERVICE_TYPE,ORDER_CNT,BOX_TOT,WEIGHT_KG
OUT0002937,Sample Pharma 0201,2024-09,Standard,15,141.486,656.85
OUT0002938,Sample Pharma 0201,2024-10,Standard,12,113.522,1028.46
OUT0002939,Sample Pharma 0201,2024-11,Cold Chain,21,251.155,1732.95
OUT0002940,Sample Pharma 0201,2024-12,Standard,22,298.309,1289.3
OUT0002941,Sample Pharma 0201,2025-01,Standard,24,193.537,1385.51
OUT0002942,Sample Pharma 0201,2025-02,Standard,12,134.983,723.8
OUT0002943,Sample Pharma 0201,2025-04,Standard,20,244.98,907.45
OUT0002944,Sample Pharma 0201,2025-05,Standard,24,289.681,1621.07
OUT0002945,Sample Pharma 0201,2025-06,Standard,17,126.39,1108.56
OUT0002946,Sample Retail 0202,2024-01,Standard,4,52.216,399.05
OUT0002947,Sample Retail 0202,2024-02,Standard,3,34.908,197.22
OUT0002948,Sample Retail 0202,2024-03,Standard,3,33.931,203.95
OUT0002949,Sample Retail 0202,2024-04,Priority,8,82.041,433.65
OUT0002950,Sample Retail 0202,2024-05,Standard,5,73.591,287.16
OUT0002951,Sample Retail 0202,2024-06,Standard,4,53.197,361.78
OUT0002952,Sample Retail 0202,2024-07,Priority,4,53.455,475.24
OUT0002953,Sample Retail 0202,2024-08,Standard,6,42.626,331.34
OUT0002954,Sample Retail 0202,2024-09,Standard,6,84.572,377.79
OUT0002955,Sample Retail 0202,2024-10,Standard,6,47.744,265.58
OUT0002956,Sample Retail 0202,2024-11,Standard,7,56.591,373.81
OUT0002957,Sample Retail 0202,2024-12,Standard,6,63.089,587.76
OUT0002958,Sample Retail 0202,2025-01,Standard,5,73.401,566.47
OUT0002959,Sample Retail 0202,2025-02,Standard,4,35.341,230.65
OUT0002960,Sample Retail 0202,2025-03,Standard,7,76.647,312.28
OUT0002961,Sample Retail 0202,2025-04,Cold Chain,4,37.512,295.34
OUT0002962,Sample Retail 0202,2025-06,Standard,4,36.192,333.96
OUT0002963,Sample Pharma 0203,2024-01,Standard,9,82.603,756.97
OUT0002964,Sample Pharma 0203,2024-02,Standard,17,120.724,942.21
OUT0002965,Sample Pharma 0203,2024-03,Standard,12,97.291,702.42
OUT0002966,Sample Pharma 0203,2024-04,Standard,8,64.648,392.48
OUT0002967,Sample Pharma 0203,2024-05,Standard,17,198.25,1592.29
OUT0002968,Sample Pharma 0203,2024-07,Standard,20,173.659,991.7
OUT0002969,Sample Pharma 0203,2024-08,Standard,18,194.079,744.73
OUT0002970,Sample Pharma 0203,2024-11,Standard,13,178.539,1619.53
OUT0002971,Sample Pharma 0203,2024-12,Cold Chain,19,254.482,1909.96
OUT0002972,Sample Pharma 0203,2025-01,Standard,10,79.662,451.92
OUT0002973,Sample Pharma 0203,2025-02,Standard,6,68.698,226.52
OUT0002974,Sample Pharma 0203,2025-03,Cold Chain,9,131.258,1282.15
OUT0002975,Sample Pharma 0203,2025-05,Standard,12,114.326,705.99
OUT0002976,Sample Pharma 0203,2025-06,Standard,14,130.914,532.07
OUT0002977,Sample Retail 0204,2024-01,Standard,10,118.591,716.0
OUT0002978,Sample Retail 0204,2024-02,Priority,8,56.483,347.29
OUT0002979,Sample Retail 0204,2024-03,Priority,16,203.887,1308.49
OUT0002980,Sample Retail 0204,2024-04,Standard,8,70.583,546.62
OUT0002981,Sample Retail 0204,2024-05,Standard,10,118.048,875.72
OUT0002982,Sample Retail 0204,2024-07,Cold Chain,9,72.957,432.19
OUT0002983,Sample Retail 0204,2024-09,Standard,10,79.448,709.14
OUT0002984,Sample Retail 0204,2024-10,Standard,7,77.67,707.28
OUT0002985,Sample Retail 0204,2024-11,Standard,9,121.59,1070.25
OUT0002986,Sample Retail 0204,2024-12,Standard,9,92.754,596.05
OUT0002987,Sample Retail 0204,2025-03,Cold Chain,9,103.269,380.86
OUT0002988,Sample Retail 0204,2025-04,Standard,7,92.491,725.75
OUT0002989,Sample Retail 0204,2025-05,Standard,15,206.365,1098.56
OUT0002990,Sample Retail 0204,2025-06,Standard,9,88.526,652.08
OUT0002991,Sample Retail 0205,2024-01,Standard,17,172.469,1155.54
OUT0002992,Sample Retail 0205,2024-02,Standard,15,200.357,1527.43
OUT0002993,Sample Retail 0205,2024-03,Cold Chain,15,205.414,1352.61
OUT0002994,Sample Retail 0205,2024-04,Standard,12,117.11,611.26
OUT0002995,Sample Retail 0205,2024-05,Standard,11,161.142,953.58
OUT0002996,Sample Retail 0205,2024-06,Priority,9,73.373,715.02
OUT0002997,Sample Retail 0205,2024-07,Cold Chain,19,290.441,1225.45
OUT0002998,Sample Retail 0205,2024-08,Standard,15,137.941,980.03
OUT0002999,Sample Retail 0205,2024-09,Standard,22,196.936,1222.36
OUT0003000,Sample Retail 0205,2024-10,Priority,27,409.718,1474.71
OUT0003001,Sample Retail 0205,2024-11,Standard,27,290.374,1024.69
OUT0003002,Sample Retail 0205,2024-12,Standard,32,439.9,2262.23
OUT0003003,Sample Retail 0205,2025-01,Standard,18,192.652,740.91
OUT0003004,Sample Retail 0205,2025-02,Standard,18,264.513,892.49
OUT0003005,Sample Retail 0205,2025-03,Standard,18,254.688,1764.13
OUT0003006,Sample Retail 0205,2025-04,Priority,17,168.148,1237.49
OUT0003007,Sample Retail 0205,2025-05,Standard,16,133.311,610.98
OUT0003008,Sample Retail 0205,2025-06,Standard,16,199.713,1529.18
OUT0003009,Sample Convenience 0206,2024-01,Cold Chain,11,103.499,520.65
OUT0003010,Sample Convenience 0206,2024-03,Cold Chain,11,152.995,603.88
OUT0003011,Sample Convenience 0206,2024-04,Priority,9,106.328,999.41
OUT0003012,Sample Convenience 0206,2024-05,Standard,9,64.931,392.71
OUT0003013,Sample Convenience 0206,2024-06,Cold Chain,9,74.07,453.67
OUT0003014,Sample Convenience 0206,2024-07,Cold Chain,11,152.316,1330.68
OUT0003015,Sample Convenience 0206,2024-10,Standard,11,150.329,944.6
OUT0003016,Sample Convenience 0206,2024-11,Standard,12,182.546,1070.33
OUT0003017,Sample Convenience 0206,2024-12,Standard,10,115.098,1109.08
OUT0003018,Sample Convenience 0206,2025-02,Standard,10,132.607,641.55
OUT0003019,Sample Convenience 0206,2025-04,Standard,8,72.718,582.93
OUT0003020,Sample Convenience 0206,2025-05,Cold Chain,11,166.101,867.56
OUT0003021,Sample Convenience 0206,2025-06,Standard,7,61.241,573.02
OUT0003022,Sample Retail 0207,2024-01,Standard,12,125.322,1198.8
OUT0003023,Sample Retail 0207,2024-02,Standard,24,218.264,2045.34
OUT0003024,Sample Retail 0207,2024-03,Standard,17,157.058,1024.55
OUT0003025,Sample Retail 0207,2024-04,Standard,18,241.511,855.83
OUT0003026,Sample Retail 0207,2024-05,Standard,35,248.146,2034.12
OUT0003027,Sample Retail 0207,2024-06,Standard,15,190.35,1277.1
OUT0003028,Sample Retail 0207,2024-07,Standard,12,136.681,568.45
OUT0003029,Sample Retail 0207,2024-08,Cold Chain,16,228.193,1184.5
OUT0003030,Sample Retail 0207,2024-10,Standard,16,234.946,2109.01
OUT0003031,Sample Retail 0207,2024-11,Standard,20,275.707,2550.86
OUT0003032,Sample Retail 0207,2024-12,Standard,15,208.213,1191.57
OUT0003033,Sample Retail 0207,2025-02,Priority,26,274.472,1402.81
OUT0003034,Sample Retail 0207,2025-03,Cold Chain,16,173.328,604.39
OUT0003035,Sample Retail 0207,2025-04,Cold Chain,16,178.475,1328.02
OUT0003036,Sample Retail 0207,2025-05,Standard,18,228.897,1158.79
OUT0003037,Sample FoodService 0208,2024-01,Standard,13,182.327,1640.72
OUT0003038,Sample FoodService 0208,2024-02,Standard,15,198.293,1294.75
OUT0003039,Sample FoodService 0208,2024-04,Standard,10,94.709,807.49
OUT0003040,Sample FoodService 0208,2024-07,Standard,10,76.914,483.95
OUT0003041,Sample FoodService 0208,2024-09,Standard,12,174.186,949.3
OUT0003042,Sample FoodService 0208,2024-10,Cold Chain,13,191.931,916.88
OUT0003043,Sample FoodService 0208,2024-11,Standard,7,86.026,694.26
OUT0003044,Sample FoodService 0208,2024-12,Standard,19,183.55,618.77
OUT0003045,Sample FoodService 0208,2025-02,Standard,9,100.452,487.77
OUT0003046,Sample FoodService 0208,2025-04,Cold Chain,15,112.078,855.33
OUT0003047,Sample FoodService 0208,2025-06,Standard,9,98.298,604.13
OUT0003048,Sample Convenience 0209,2024-01,Priority,6,67.681,649.52
OUT0003049,Sample Convenience 0209,2024-02,Standard,4,59.701,571.8
OUT0003050,Sample Convenience 0209,2024-03,Standard,7,79.367,774.16
OUT0003051,Sample Convenience 0209,2024-04,Standard,7,79.375,604.04
OUT0003052,Sample Convenience 0209,2024-05,Standard,7,85.615,582.77
OUT0003053,Sample Convenience 0209,2024-07,Standard,7,84.403,494.2
OUT0003054,Sample Convenience 0209,2024-08,Standard,7,54.039,264.34
OUT0003055,Sample Convenience 0209,2024-09,Cold Chain,5,36.788,217.56
OUT0003056,Sample Convenience 0209,2024-11,Standard,5,74.838,461.39
OUT0003057,Sample Convenience 0209,2025-02,Priority,7,87.444,647.38
OUT0003058,Sample Convenience 0209,2025-03,Standard,8,114.158,903.08
OUT0003059,Sample Convenience 0209,2025-04,Standard,7,77.125,748.75
OUT0003060,Sample Convenience 0209,2025-05,Standard,7,91.254,799.13
OUT0003061,Sample Convenience 0209,2025-06,Priority,9,71.171,382.45
OUT0003062,Sample Manufacturing 0210,2024-01,Standard,11,113.69,577.19
OUT0003063,Sample Manufacturing 0210,2024-02,Priority,9,127.944,609.77
OUT0003064,Sample Manufacturing 0210,2024-03,Standard,7,55.36,493.37
OUT0003065,Sample Manufacturing 0210,2024-04,Standard,9,66.943,473.77
OUT0003066,Sample Manufacturing 0210,2024-05,Standard,12,128.624,1161.85
OUT0003067,Sample Manufacturing 0210,2024-06,Cold Chain,12,185.972,791.56
OUT0003068,Sample Manufacturing 0210,2024-07,Standard,17,170.368,886.81
OUT0003069,Sample Manufacturing 0210,2024-08,Standard,12,170.884,1194.16
OUT0003070,Sample Manufacturing 0210,2024-09,Standard,10,147.335,672.22
OUT0003071,Sample Manufacturing 0210,2024-10,Priority,14,172.597,586.97
OUT0003072,Sample Manufacturing 0210,2024-12,Cold Chain,15,138.14,652.13
OUT0003073,Sample Manufacturing 0210,2025-01,Standard,11,99.616,508.31
OUT0003074,Sample Manufacturing 0210,2025-02,Standard,12,137.118,844.6
OUT0003075,Sample Manufacturing 0210,2025-03,Standard,5,68.014,401.47
OUT0003076,Sample Manufacturing 0210,2025-04,Standard,16,220.288,860.75
OUT0003077,Sample Manufacturing 0210,2025-06,Standard,6,52.245,290.21
OUT0003078,Sample FoodService 0211,2024-01,Standard,12,106.552,474.48
OUT0003079,Sample FoodService 0211,2024-02,Standard,4,44.546,161.13
OUT0003080,Sample FoodService 0211,2024-03,Standard,7,97.856,703.05
OUT0003081,Sample FoodService 0211,2024-04,Standard,9,89.139,675.71
OUT0003082,Sample FoodService 0211,2024-05,Standard,15,219.847,1623.41
OUT0003083,Sample FoodService 0211,2024-06,Standard,12,162.457,1072.87
OUT0003084,Sample FoodService 0211,2024-07,Standard,10,74.363,330.33
OUT0003085,Sample FoodService 0211,2024-08,Standard,14,128.892,474.75
OUT0003086,Sample FoodService 0211,2024-09,Priority,9,70.799,526.19
OUT0003087,Sample FoodService 0211,2024-11,Standard,18,265.696,2444.97
OUT0003088,Sample FoodService 0211,2024-12,Standard,12,141.297,932.96
OUT0003089,Sample FoodService 0211,2025-01,Standard,10,105.213,604.52
OUT0003090,Sample FoodService 0211,2025-02,Standard,8,65.855,295.85
OUT0003091,Sample FoodService 0211,2025-03,Standard,9,83.225,650.37
OUT0003092,Sample FoodService 0211,2025-04,Standard,9,83.316,492.12
OUT0003093,Sample FoodService 0211,2025-05,Standard,7,94.602,646.26
OUT0003094,Sample FoodService 0211,2025-06,Standard,13,139.3,1028.77
OUT0003095,Sample Retail 0212,2024-01,Priority,7,97.036,887.56
OUT0003096,Sample Retail 0212,2024-02,Standard,4,32.263,186.0
OUT0003097,Sample Retail 0212,2024-03,Standard,6,67.81,381.81
OUT0003098,Sample Retail 0212,2024-05,Standard,10,141.99,1050.56
OUT0003099,Sample Retail 0212,2024-06,Standard,8,66.908,329.1
OUT0003100,Sample Retail 0212,2024-07,Cold Chain,8,59.752,548.96
OUT0003101,Sample Retail 0212,2024-09,Standard,4,33.728,282.66
OUT0003102,Sample Retail 0212,2024-10,Standard,8,110.021,577.39
OUT0003103,Sample Retail 0212,2024-11,Cold Chain,7,60.231,440.29
OUT0003104,Sample Retail 0212,2024-12,Standard,7,66.848,552.53
OUT0003105,Sample Retail 0212,2025-01,Priority,6,68.149,236.22
OUT0003106,Sample Retail 0212,2025-02,Standard,13,199.164,1868.42
OUT0003107,Sample Retail 0212,2025-03,Standard,3,34.472,182.47
OUT0003108,Sample Retail 0212,2025-04,Standard,11,103.876,957.0
OUT0003109,Sample Retail 0212,2025-06,Standard,9,134.972,665.58
OUT0003110,Sample Pharma 0213,2024-01,Cold Chain,5,70.566,292.95
OUT0003111,Sample Pharma 0213,2024-02,Standard,5,75.572,379.48
OUT0003112,Sample Pharma 0213,2024-03,Standard,4,34.037,331.06
OUT0003113,Sample Pharma 0213,2024-05,Standard,5,50.229,442.24
OUT0003114,Sample Pharma 0213,2024-06,Standard,5,56.445,359.66
OUT0003115,Sample Pharma 0213,2024-07,Standard,5,57.794,208.39
OUT0003116,Sample Pharma 0213,2024-08,Standard,9,104.042,375.45
OUT0003117,Sample Pharma 0213,2024-09,Standard,4,34.263,249.85
OUT0003118,Sample Pharma 0213,2024-10,Cold Chain,6,67.845,367.06
OUT0003119,Sample Pharma 0213,2024-11,Priority,5,57.881,192.67
OUT0003120,Sample Pharma 0213,2024-12,Standard,14,144.266,771.44
OUT0003121,Sample Pharma 0213,2025-02,Standard,6,79.347,511.89
OUT0003122,Sample Pharma 0213,2025-03,Standard,4,58.209,289.01
OUT0003123,Sample Pharma 0213,2025-04,Standard,3,26.895,255.83
OUT0003124,Sample Pharma 0213,2025-06,Cold Chain,4,49.255,435.25
OUT0003125,Sample Convenience 0214,2024-01,Standard,5,55.802,212.96
OUT0003126,Sample Convenience 0214,2024-02,Standard,5,61.319,196.56
OUT0003127,Sample Convenience 0214,2024-04,Standard,6,86.012,319.77
OUT0003128,Sample Convenience 0214,2024-05,Standard,6,58.036,209.45
OUT0003129,Sample Convenience 0214,2024-06,Standard,6,90.103,363.0
OUT0003130,Sample Convenience 0214,2024-07,Standard,8,97.826,658.38
OUT0003131,Sample Convenience 0214,2024-08,Standard,6,56.117,483.26
OUT0003132,Sample Convenience 0214,2024-09,Standard,5,44.659,175.76
OUT0003133,Sample Convenience 0214,2024-11,Standard,7,93.3,335.45
OUT0003134,Sample Convenience 0214,2024-12,Standard,8,58.54,512.34
OUT0003135,Sample Convenience 0214,2025-01,Priority,6,85.515,740.36
OUT0003136,Sample Convenience 0214,2025-02,Standard,6,55.547,493.7
OUT0003137,Sample Convenience 0214,2025-03,Priority,7,100.802,805.96
OUT0003138,Sample Convenience 0214,2025-04,Standard,9,115.32,635.36
OUT0003139,Sample Convenience 0214,2025-05,Standard,5,70.167,659.76
OUT0003140,Sample Convenience 0214,2025-06,Standard,5,49.172,390.49
OUT0003141,Sample FoodService 0215,2024-01,Standard,19,270.616,1597.08
OUT0003142,Sample FoodService 0215,2024-03,Cold Chain,10,75.497,556.59
OUT0003143,Sample FoodService 0215,2024-04,Priority,9,113.484,468.79
OUT0003144,Sample FoodService 0215,2024-05,Standard,17,258.089,1839.09
OUT0003145,Sample FoodService 0215,2024-06,Standard,15,130.518,851.43
OUT0003146,Sample FoodService 0215,2024-07,Standard,14,174.237,958.75
OUT0003147,Sample FoodService 0215,2024-08,Standard,11,169.945,1584.17
OUT0003148,Sample FoodService 0215,2024-10,Standard,17,215.779,881.77
OUT0003149,Sample FoodService 0215,2024-11,Standard,22,264.86,1410.27
OUT0003150,Sample FoodService 0215,2024-12,Standard,10,94.42,325.0
OUT0003151,Sample FoodService 0215,2025-01,Cold Chain,13,173.386,1003.47
OUT0003152,Sample FoodService 0215,2025-02,Standard,10,153.905,1180.65
OUT0003153,Sample FoodService 0215,2025-03,Standard,9,90.752,766.18
OUT0003154,Sample FoodService 0215,2025-04,Standard,14,165.784,1342.26
OUT0003155,Sample FoodService 0215,2025-05,Cold Chain,11,127.028,961.08
OUT0003156,Sample FoodService 0215,2025-06,Standard,8,83.247,676.41
OUT0003157,Sample E-commerce 0216,2024-01,Standard,8,65.436,593.99
OUT0003158,Sample E-commerce 0216,2024-02,Standard,18,192.84,1003.64
OUT0003159,Sample E-commerce 0216,2024-03,Standard,5,47.33,294.5
OUT0003160,Sample E-commerce 0216,2024-04,Standard,14,163.845,838.03
OUT0003161,Sample E-commerce 0216,2024-05,Priority,10,153.392,569.62
OUT0003162,Sample E-commerce 0216,2024-07,Cold Chain,12,100.827,479.73
OUT0003163,Sample E-commerce 0216,2024-08,Standard,16,134.292,730.16
OUT0003164,Sample E-commerce 0216,2024-09,Standard,7,97.189,884.75
OUT0003165,Sample E-commerce 0216,2024-10,Standard,7,67.899,463.94
OUT0003166,Sample E-commerce 0216,2024-11,Standard,6,52.965,296.07
OUT0003167,Sample E-commerce 0216,2024-12,Standard,10,115.095,535.36
OUT0003168,Sample E-commerce 0216,2025-01,Cold Chain,11,117.635,534.07
OUT0003169,Sample E-commerce 0216,2025-02,Cold Chain,8,97.407,448.36
OUT0003170,Sample E-commerce 0216,2025-03,Standard,8,88.303,823.75
OUT0003171,Sample E-commerce 0216,2025-04,Standard,8,121.933,529.4
OUT0003172,Sample E-commerce 0216,2025-05,Standard,7,91.786,627.92
OUT0003173,Sample E-commerce 0216,2025-06,Standard,7,66.838,400.75
OUT0003174,Sample Convenience 0217,2024-01,Priority,6,44.928,172.51
OUT0003175,Sample Convenience 0217,2024-02,Standard,4,32.68,164.69
OUT0003176,Sample Convenience 0217,2024-03,Standard,4,37.417,142.81
OUT0003177,Sample Convenience 0217,2024-06,Standard,7,97.682,519.55
OUT0003178,Sample Convenience 0217,2024-08,Standard,5,65.116,304.78
OUT0003179,Sample Convenience 0217,2024-11,Standard,4,48.502,445.56
OUT0003180,Sample Convenience 0217,2024-12,Standard,6,70.92,473.9
OUT0003181,Sample Convenience 0217,2025-01,Standard,5,74.87,345.11
OUT0003182,Sample Convenience 0217,2025-02,Standard,6,70.146,416.64
OUT0003183,Sample Convenience 0217,2025-03,Standard,3,30.148,101.35
OUT0003184,Sample Convenience 0217,2025-04,Standard,6,83.235,269.75
OUT0003185,Sample Convenience 0217,2025-05,Priority,5,38.01,280.31
OUT0003186,Sample Pharma 0218,2024-01,Standard,11,105.499,376.37
OUT0003187,Sample Pharma 0218,2024-02,Standard,13,180.429,1573.42
OUT0003188,Sample Pharma 0218,2024-04,Standard,24,309.858,2556.14
OUT0003189,Sample Pharma 0218,2024-05,Standard,13,176.231,1692.17
OUT0003190,Sample Pharma 0218,2024-06,Standard,12,154.046,1243.69
OUT0003191,Sample Pharma 0218,2024-07,Standard,20,288.631,2379.72
OUT0003192,Sample Pharma 0218,2024-08,Standard,11,120.08,481.25
OUT0003193,Sample Pharma 0218,2024-09,Standard,20,226.637,1401.57
OUT0003194,Sample Pharma 0218,2024-10,Cold Chain,16,204.334,881.01
OUT0003195,Sample Pharma 0218,2024-12,Standard,31,392.395,3463.79
OUT0003196,Sample Pharma 0218,2025-01,Standard,12,89.094,784.88
OUT0003197,Sample Pharma 0218,2025-04,Standard,23,300.18,1273.68
OUT0003198,Sample Pharma 0218,2025-06,Standard,20,236.364,1554.01
OUT0003199,Sample FoodService 0219,2024-01,Priority,4,60.924,563.01
OUT0003200,Sample FoodService 0219,2024-02,Priority,5,57.631,266.79
OUT0003201,Sample FoodService 0219,2024-05,Standard,9,90.136,401.76
OUT0003202,Sample FoodService 0219,2024-06,Standard,7,51.28,266.15
OUT0003203,Sample FoodService 0219,2024-08,Standard,10,142.793,1117.98
OUT0003204,Sample FoodService 0219,2024-09,Standard,8,116.423,970.29
OUT0003205,Sample FoodService 0219,2024-10,Standard,6,44.77,266.07
OUT0003206,Sample FoodService 0219,2024-11,Standard,5,55.087,524.75
OUT0003207,Sample FoodService 0219,2025-01,Standard,12,158.662,1346.77
OUT0003208,Sample FoodService 0219,2025-02,Standard,5,69.655,535.1
OUT0003209,Sample FoodService 0219,2025-04,Standard,8,73.788,312.4
OUT0003210,Sample FoodService 0219,2025-05,Standard,5,65.455,307.52
OUT0003211,Sample FoodService 0219,2025-06,Standard,4,44.491,309.68
OUT0003212,Sample Retail 0220,2024-01,Standard,10,105.188,473.4
OUT0003213,Sample Retail 0220,2024-02,Standard,12,133.22,1208.1
OUT0003214,Sample Retail 0220,2024-04,Cold Chain,8,65.766,566.95
OUT0003215,Sample Retail 0220,2024-06,Priority,11,123.85,584.72
OUT0003216,Sample Retail 0220,2024-09,Standard,13,157.248,708.32
OUT0003217,Sample Retail 0220,2024-10,Standard,13,166.081,1419.24
OUT0003218,Sample Retail 0220,2024-11,Standard,12,140.885,1297.17
OUT0003219,Sample Retail 0220,2024-12,Standard,20,179.374,1310.82
OUT0003220,Sample Retail 0220,2025-01,Standard,8,70.341,276.49
OUT0003221,Sample Retail 0220,2025-02,Standard,8,81.97,306.74
OUT0003222,Sample Retail 0220,2025-04,Standard,13,136.087,557.89
OUT0003223,Sample Retail 0220,2025-05,Standard,17,168.974,1575.99
OUT0003224,Sample Manufacturing 0221,2024-01,Standard,10,146.287,778.54
OUT0003225,Sample Manufacturing 0221,2024-02,Standard,17,179.098,932.57
OUT0003226,Sample Manufacturing 0221,2024-03,Cold Chain,23,227.754,1230.09
OUT0003227,Sample Manufacturing 0221,2024-04,Standard,28,340.98,1517.18
OUT0003228,Sample Manufacturing 0221,2024-05,Standard,20,149.519,878.85
OUT0003229,Sample Manufacturing 0221,2024-06,Standard,19,219.086,796.78
OUT0003230,Sample Manufacturing 0221,2024-07,Standard,24,266.443,1492.96
OUT0003231,Sample Manufacturing 0221,2024-09,Standard,20,198.887,877.24
OUT0003232,Sample Manufacturing 0221,2024-12,Standard,43,309.805,2320.68
OUT0003233,Sample Manufacturing 0221,2025-01,Cold Chain,21,261.561,2249.26
OUT0003234,Sample Manufacturing 0221,2025-02,Standard,17,217.365,1429.77
OUT0003235,Sample Manufacturing 0221,2025-06,Cold Chain,15,191.392,1793.14
OUT0003236,Sample Retail 0222,2024-01,Cold Chain,12,131.26,808.61
OUT0003237,Sample Retail 0222,2024-02,Priority,15,148.281,1214.3
OUT0003238,Sample Retail 0222,2024-03,Standard,15,210.154,1899.54
OUT0003239,Sample Retail 0222,2024-05,Standard,20,252.233,2453.8
OUT0003240,Sample Retail 0222,2024-08,Standard,37,439.026,2432.61
OUT0003241,Sample Retail 0222,2024-09,Standard,11,77.01,641.93
OUT0003242,Sample Retail 0222,2024-10,Standard,13,125.224,923.38
OUT0003243,Sample Retail 0222,2024-12,Cold Chain,28,238.595,1830.08
OUT0003244,Sample Retail 0222,2025-01,Standard,12,112.166,568.23
OUT0003245,Sample Retail 0222,2025-02,Standard,15,218.617,1963.24
OUT0003246,Sample Retail 0222,2025-04,Cold Chain,18,215.554,1736.23
OUT0003247,Sample E-commerce 0223,2024-01,Standard,11,120.438,1050.76
OUT0003248,Sample E-commerce 0223,2024-03,Cold Chain,7,75.384,582.88
OUT0003249,Sample E-commerce 0223,2024-04,Priority,7,71.332,671.34
OUT0003250,Sample E-commerce 0223,2024-05,Standard,11,159.976,1131.87
OUT0003251,Sample E-commerce 0223,2024-06,Cold Chain,7,83.345,366.39
OUT0003252,Sample E-commerce 0223,2024-07,Standard,8,56.979,286.36
OUT0003253,Sample E-commerce 0223,2024-09,Standard,4,59.676,358.96
OUT0003254,Sample E-commerce 0223,2024-10,Standard,11,140.955,1184.46
OUT0003255,Sample E-commerce 0223,2024-11,Standard,3,38.91,125.15
OUT0003256,Sample E-commerce 0223,2024-12,Standard,8,115.988,483.35
OUT0003257,Sample E-commerce 0223,2025-01,Standard,6,78.601,472.57
OUT0003258,Sample E-commerce 0223,2025-03,Standard,4,33.379,177.48
OUT0003259,Sample E-commerce 0223,2025-04,Cold Chain,8,66.33,228.78
OUT0003260,Sample E-commerce 0223,2025-05,Standard,7,79.69,710.51
OUT0003261,Sample E-commerce 0223,2025-06,Standard,14,147.662,1047.2
OUT0003262,Sample FoodService 0224,2024-01,Standard,17,174.801,1092.6
OUT0003263,Sample FoodService 0224,2024-02,Standard,8,116.93,521.71
OUT0003264,Sample FoodService 0224,2024-03,Standard,8,116.087,864.29
OUT0003265,Sample FoodService 0224,2024-04,Cold Chain,13,189.374,1557.63
OUT0003266,Sample FoodService 0224,2024-05,Standard,15,123.585,639.23
OUT0003267,Sample FoodService 0224,2024-06,Standard,16,169.272,1184.31
OUT0003268,Sample FoodService 0224,2024-07,Standard,9,121.474,579.37
OUT0003269,Sample FoodService 0224,2024-08,Standard,12,101.221,767.86
OUT0003270,Sample FoodService 0224,2024-09,Standard,12,84.47,288.02
OUT0003271,Sample FoodService 0224,2024-10,Cold Chain,24,169.219,1483.93
OUT0003272,Sample FoodService 0224,2024-11,Standard,17,155.265,1053.48
OUT0003273,Sample FoodService 0224,2024-12,Standard,41,458.582,2286.55
OUT0003274,Sample FoodService 0224,2025-01,Standard,8,110.246,1029.07
OUT0003275,Sample FoodService 0224,2025-02,Priority,7,90.076,792.28
OUT0003276,Sample FoodService 0224,2025-03,Priority,25,208.241,1501.26
OUT0003277,Sample FoodService 0224,2025-04,Standard,16,235.261,1912.67
OUT0003278,Sample FoodService 0224,2025-05,Standard,6,84.013,296.73
OUT0003279,Sample FoodService 0224,2025-06,Standard,12,115.813,1114.37
OUT0003280,Sample Retail 0225,2024-01,Standard,12,146.531,963.19
OUT0003281,Sample Retail 0225,2024-02,Cold Chain,13,200.054,1479.75
OUT0003282,Sample Retail 0225,2024-03,Standard,10,85.608,766.51
OUT0003283,Sample Retail 0225,2024-04,Standard,7,69.229,428.18
OUT0003284,Sample Retail 0225,2024-05,Standard,8,60.166,271.82
OUT0003285,Sample Retail 0225,2024-06,Standard,8,83.473,662.79
OUT0003286,Sample Retail 0225,2024-07,Standard,6,63.651,456.38
OUT0003287,Sample Retail 0225,2024-09,Standard,8,92.159,448.44
OUT0003288,Sample Retail 0225,2024-10,Cold Chain,12,171.42,1553.4
OUT0003289,Sample Retail 0225,2024-11,Standard,20,167.931,886.58
OUT0003290,Sample Retail 0225,2024-12,Standard,20,281.978,1511.94
OUT0003291,Sample Retail 0225,2025-01,Standard,10,88.565,768.3
OUT0003292,Sample Retail 0225,2025-02,Standard,12,173.309,1661.71
OUT0003293,Sample Retail 0225,2025-03,Standard,22,319.864,2503.04
OUT0003294,Sample Retail 0225,2025-04,Standard,6,51.234,309.53
OUT0003295,Sample Retail 0225,2025-05,Standard,11,109.99,618.78
OUT0003296,Sample Retail 0225,2025-06,Standard,12,102.507,881.99
OUT0003297,Sample Pharma 0226,2024-01,Standard,8,88.285,776.01
OUT0003298,Sample Pharma 0226,2024-02,Standard,9,101.833,408.52
OUT0003299,Sample Pharma 0226,2024-03,Standard,15,118.906,960.99
OUT0003300,Sample Pharma 0226,2024-04,Standard,11,128.049,479.0
OUT0003301,Sample Pharma 0226,2024-05,Standard,9,136.428,1038.81
OUT0003302,Sample Pharma 0226,2024-06,Standard,9,74.253,377.57
OUT0003303,Sample Pharma 0226,2024-07,Standard,11,120.53,469.11
OUT0003304,Sample Pharma 0226,2024-08,Standard,17,163.878,1007.34
OUT0003305,Sample Pharma 0226,2024-09,Cold Chain,8,113.617,943.91
OUT0003306,Sample Pharma 0226,2024-10,Cold Chain,8,74.474,368.2
